Headline,IDLink,PublishDate,Source,Title,Topic,TS1,TS2,TS3,stage,label_available
"(CNN) """"""Leaders gathered in Paris to forge a deal on climate change are acting out of economic self-interest, not a desire to &quot;save the planet,&quot;",5905,2015-12-01 12:01:14,WDSU New Orleans,"UN: Nations acting for economy, not planet",economy,,,0.0,training,True
"(CNN) -- Leaders gathered in Paris to forge a deal on climate change are acting out of economic self-interest, not a desire to &quot;save the planet,&quot; U.N. Climate",5900,2015-12-01 12:11:15,KPAX-TV,"UN climate chief: Countries acting for economy, not planet",economy,,0.0,0.0,training,True
"1 -- Latin America's largest economy shrank more than analysts forecast, as rising unemployment and higher inflation sapped domestic",5904,2015-12-01 12:54:13,Yahoo Finance,Brazil's Economy Shrinks More Than Forecast,economy,0.0,0.0,0.0,training,True
To say that Microsoft has not asked for feedback about their services and products until very recently would be an inaccurate statement.,5918,2015-12-01 12:59:13,SuperSite for Windows,Microsoft and the Feedback Economy,economy,,,2.0,training,True
"BIG MOMENTS FOR THE ECONOMY AHEAD """""" POLITICO's Ben White: """"""The general election is still a year away. But much about the economic",5910,2015-12-01 12:59:17,Politico,Big moments for the economy ahead,economy,,,0.0,training,True
"The ad is called Standing Up For Families with the T""""naiste saying that families across the country are """"""beginning to feel the economic",5993,2015-12-01 16:08:18,thejournal.ie,Joan Burton reckons the improving economy means people can go ...,economy,,,12.0,training,True
"Workers in the UK will have the worst pensions of any major economy and the oldest official retirement age of any country, according tothe",5991,2015-12-01 16:46:13,The Guardian,British workers will have worst pensions of any major economy,economy,27.0,27.0,27.0,training,True
"U.S. stocks (^DJI, ^GSPC, ^IXIC) are up modestly at the midday mark. Investors are looking at auto sales, and a few key manufacturing reports",5992,2015-12-01 16:51:13,Yahoo Finance,Auto sales rise; global warming's risk to the economy; most valuable ...,economy,0.0,0.0,0.0,training,True
"If it is structural, it will have significant implications for the world economy, geopolitics and our ability to manage climate change. With US",5999,2015-12-01 17:06:14,Financial Times,Understanding the new global oil economy,economy,,,1.0,training,True
"This could improve economic activities, Isara Vongkusolkit, chairman of the Board of Trade of Thailand and the TCC and of the JSCCIB, said",6004,2015-12-01 17:27:13,The Nation,"Investment to help economy next year, JSCCIB says",economy,,0.0,0.0,training,True
"Last week, Kenya's President Uhuru Kenyatta publicly declared on television that corruption had become a national security threat. He then",6016,2015-12-01 17:34:13,Forbes,Corruption And 'Tenderpreneurs' Bring Kenya's Economy To Its Knees,economy,,4.0,7.0,training,True
"He pointed out that manufacturing accounts for only 12% of the US economy, and the other 88% is performing well. And when the FOMC meets later this month",6015,2015-12-01 17:41:13,Business Insider,Here's the spin Wall Street is putting on today's disastrous ...,economy,4.0,8.0,9.0,training,True
"Professor Pollak says the IU Northwest's School of Business """"""Northwest Indiana Coincident Index"""""" """""" which goes into the Region's economic",6017,2015-12-01 17:49:17,Lakeshore Public Media,NWI Economy: A Look at 2015,economy,0.0,0.0,0.0,training,True
Wall Street kicked off the last month of the year on a positive note as investors look out for key economic data and policy decisions by central,6022,2015-12-01 17:54:14,Reuters,Wall St. higher as investors await key economic data,economy,,22.0,23.0,training,True
"With manufacturing accounting for only 12 percent of the economy, analysts say it is unlikely the persistent weakness will deter the Federal",6027,2015-12-01 18:31:13,Reuters,"US manufacturing contracts, but rest of economy humming along",economy,46.0,47.0,49.0,training,True
"Trade show provides current, possible future boost to Baltimore economy. Published 1:44 PM EST Dec 01, 2015",6032,2015-12-01 18:56:16,WBAL Baltimore,"Trade show provides current, possible future boost to Baltimore ...",economy,1.0,1.0,1.0,training,True
Indonesia has lagged behind other countries in preserving forest land while expanding its economy. The palm-oil and pulp-and-paper,6048,2015-12-01 19:16:13,Wall Street Journal,Indonesia Tries to Douse Fires That Help Fuel Economy,economy,,,0.0,training,True
Wall Street kicked off the last month of the year on a positive note as investors look out for key economic data and policy decisions by central,6063,2015-12-01 19:45:18,Economic Times,Wall Street higher as investors await key economic data,economy,,,2.0,training,True
"Las Vegas air traffic is the simplest argument yet that the US economy isn't being brought down by the rest of the world. This chart, which comes",6065,2015-12-01 20:08:19,Business Insider Australia,"According to Las Vegas, the US economy is doing great",economy,,,0.0,training,True
"A US patent application filed by Boeing reveals a design that aims to pack 12 travelers into one row, relying on three aisles rather than the",6061,2015-12-01 20:09:14,Daily Mail,Think economy is a squeeze? Boeing patents cramped 12-across ...,economy,,1.0,1.0,training,True
"Every $1 billion in infrastructure spending creates 13,000 jobs, the Clinton campaign claims, citing data from the Council of Economic Advisers.",6060,2015-12-01 20:33:14,MarketWatch,"Opinion: Hillary Clinton's investment plan boosts economy, creates ...",economy,1.0,3.0,4.0,training,True
"With a rebounding economy, Floridians spent more in 2014, from eating out to buying things for the house, according to statistics released",6081,2015-12-01 21:01:18,Sun Sentinel,Floridians spend more as economy improves,economy,,2.0,2.0,training,True
"HONG KONG -- Singles' Day sales helped lift a key gauge of the Chinese nonmanufacturing sector to a four-month high in November, while the",6082,2015-12-01 21:02:20,Nikkei Asian Review,Chinese economy Singles' Day bonanza eclipses manufacturing's ...,economy,,0.0,2.0,training,True
The most striking thing about Buhari's Cabinet appointments is that they demonstrate a shift toward economic diversification away from oil.,6083,2015-12-01 21:08:22,Washington Post,"In Nigeria, newly appointed officials signal shift in economic policy",economy,,2.0,6.0,training,True
"Volkswagen's top executives are alleged to have had knowledge that its cars were not as fuel efficient as it claimed a year ago, according to a",6080,2015-12-01 21:38:13,The Register,Report: VW execs 'knew' about fuel economy issues last year,economy,11.0,11.0,11.0,training,True
The goal of the Buffalo Billion is to stoke an economy that's just started to grow again after half a century of decline. Real estate prices are going,6088,2015-12-01 21:44:18,NPR,New York Banks On A Solar Factory To Ignite Buffalo's Economy,economy,12.0,17.0,23.0,training,True
Landlocked Burkina Faso produces cotton and gold but remains impoverished. Its economy has slowed due to lower global commodity prices,6102,2015-12-01 22:33:13,Firstpost,Burkina Faso president-elect pledges to go beyond reviving ...,economy,,3.0,4.0,training,True
The Pacific Coast Collaborative released its 2014 jobs update report showing the strength of the West Coast's clean economy as well as,6099,2015-12-01 22:35:17,Access Washington,West Coast Clean Economy Grew Twice as Fast as Overall Economy,economy,,0.0,0.0,training,True
"Following the free fall of crude oil price in the global market and its impact on the nation economy, the candidate of the All Progressive Party",6111,2015-12-01 22:52:16,Vanguard,Sylva promises to diversify Bayelsa economy,economy,,1.0,1.0,training,True
"Maharashtra is the biggest economy within India at Rs 16.87 lakh crore in terms of gross state domestic product (GSDP), according to the latest",6116,2015-12-01 23:04:12,The Hindu,"Maharashtra is biggest state economy, says report",economy,,,3.0,training,True
"In her new book, """"""We-Commerce: How to Create, Collaborate, and Succeed in the Sharing Economy,"""""" veteran marketing strategist Billee",6115,2015-12-01 23:29:12,Forbes,7 Keys To A New Business Model For Today's Economy,economy,,5.0,5.0,training,True
"Latin America's largest economy has shrunk even more than expected, increasing fears about the well-being of a nation hammered by falling",6117,2015-12-01 23:52:12,Business Insider,Latin America's biggest economy is shrinking,economy,4.0,4.0,4.0,training,True
"The latest national accounts showed the economy grew by 0.9 per cent during the September quarter, a sharp recovery from the disappointing",6136,2015-12-02 00:59:14,Yahoo7 News,Hockey dumped as economy recovered,economy,,0.0,0.0,training,True
Treasurer Scott Morrison says new figures show the economy is making the shift from the resources boom to broader-based growth.,6149,2015-12-02 01:05:15,Sky News Australia,Treasurer Morrison upbeat on economy,economy,,,1.0,training,True
Treasurer Scott Morrison says new figures show the economy is making the shift from the resources boom to broader-based growth.,6143,2015-12-02 01:08:14,Yahoo7 News,Treasurer Morrison upbeat on economy,economy,,,0.0,training,True
"The Australian economy has done well to avoid the disruption usually caused by commodity price booms, according to Reserve Bank of",6148,2015-12-02 01:08:15,The Australian,Post-boom economy respectable: RBA's Glenn Stevens,economy,,,2.0,training,True
"While this episode was not yet complete, he said the economy overall has been recording growth. As Stevens was delivering his speech, the",6137,2015-12-02 01:11:15,InDaily,Reserve Bank Governor Glenn Stevens,economy,0.0,0.0,0.0,training,True
"ST. LOUIS, MO (KTVI)- There's plenty of economic activity now taking place as the world awaits the latest installment of the Star Wars film",6150,2015-12-02 01:25:15,fox2now.com,"Blowing up Death Stars bad for economy, Washington U Prof says",economy,,2.0,2.0,training,True
"&quot;We hope this will be settled somehow soon because so far our economy was not affected, just to a little degree. If this continues, of course it",6193,2015-12-02 05:03:16,Thomson Reuters Foundation,INTERVIEW-Limited impact on Slovenia economy from migrants ...,economy,,0.0,0.0,training,True
